/Users/Madhav/Desktop/CarND-P4/data4a/IMG/center_2019_06_15_22_16_39_574.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/left_2019_06_15_22_16_39_574.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/right_2019_06_15_22_16_39_574.jpg,0,0,0,1.62527E-05
/Users/Madhav/Desktop/CarND-P4/data4a/IMG/center_2019_06_15_22_16_39_631.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/left_2019_06_15_22_16_39_631.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/right_2019_06_15_22_16_39_631.jpg,0,0,0,5.628036E-06
/Users/Madhav/Desktop/CarND-P4/data4a/IMG/center_2019_06_15_22_16_39_712.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/left_2019_06_15_22_16_39_712.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/right_2019_06_15_22_16_39_712.jpg,0,0,0,8.840523E-06
/Users/Madhav/Desktop/CarND-P4/data4a/IMG/center_2019_06_15_22_16_39_793.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/left_2019_06_15_22_16_39_793.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/right_2019_06_15_22_16_39_793.jpg,0,0,0,1.112638E-05
/Users/Madhav/Desktop/CarND-P4/data4a/IMG/center_2019_06_15_22_16_39_868.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/left_2019_06_15_22_16_39_868.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/right_2019_06_15_22_16_39_868.jpg,0,0,0,1.318788E-05
/Users/Madhav/Desktop/CarND-P4/data4a/IMG/center_2019_06_15_22_16_39_944.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/left_2019_06_15_22_16_39_944.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/right_2019_06_15_22_16_39_944.jpg,0,0,0,9.27608E-06
/Users/Madhav/Desktop/CarND-P4/data4a/IMG/center_2019_06_15_22_16_40_019.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/left_2019_06_15_22_16_40_019.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/right_2019_06_15_22_16_40_019.jpg,0,0,0,4.216579E-06
/Users/Madhav/Desktop/CarND-P4/data4a/IMG/center_2019_06_15_22_16_40_094.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/left_2019_06_15_22_16_40_094.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/right_2019_06_15_22_16_40_094.jpg,0,0,0,1.212328E-05
/Users/Madhav/Desktop/CarND-P4/data4a/IMG/center_2019_06_15_22_16_40_161.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/left_2019_06_15_22_16_40_161.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/right_2019_06_15_22_16_40_161.jpg,0,0,0,1.391937E-05
/Users/Madhav/Desktop/CarND-P4/data4a/IMG/center_2019_06_15_22_16_40_244.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/left_2019_06_15_22_16_40_244.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/right_2019_06_15_22_16_40_244.jpg,0,0.07053602,0,0.04216825
/Users/Madhav/Desktop/CarND-P4/data4a/IMG/center_2019_06_15_22_16_40_327.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/left_2019_06_15_22_16_40_327.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/right_2019_06_15_22_16_40_327.jpg,0,0.304449,0,0.2573718
/Users/Madhav/Desktop/CarND-P4/data4a/IMG/center_2019_06_15_22_16_40_409.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/left_2019_06_15_22_16_40_409.jpg,/Users/Madhav/Desktop/CarND-P4/data4a/IMG/right_2019_06_15_22_16_40_409.jpg,0,0.546852,0,0.6294449
